,_time,chainName,activeValidators,apr,blockHeight,blockTime,bondedTokens,communityTokens,inflation,jailedValidators,supplyTokens,totalValidators,tps,txs
1801,2023-04-08 16:00:00+00:00,cosmos,175,0.214229542,14799353,6.297682,229236000000000.0,2158120000000.0,0.161671708,338,337509000000000.0,513,0.512602962,32412204
1802,2023-04-08 17:00:00+00:00,cosmos,175,0.214225689,14799926,6.2967875,229243000000000.0,2158840000000.0,0.161669899,338,337517000000000.0,513,0.491072994,32413654
1803,2023-04-08 18:00:00+00:00,cosmos,175,0.214220848,14800485,6.3004136,229250000000000.0,2159550000000.0,0.161668108,338,337524000000000.0,513,0.455434856,32415118
1804,2023-04-08 19:00:00+00:00,cosmos,175,0.214216727,14801064,6.3016971,229257000000000.0,2160270000000.0,0.161666311,338,337531000000000.0,513,0.513328849,32416561
1805,2023-04-08 20:00:00+00:00,cosmos,175,0.214212314,14801628,6.3083272,229264000000000.0,2160970000000.0,0.161664526,338,337538000000000.0,513,0.597833732,32417941
1806,2023-04-08 21:00:00+00:00,cosmos,175,0.214209413,14802202,6.301316,229269000000000.0,2161690000000.0,0.161662714,338,337545000000000.0,513,0.496453901,32419368
1807,2023-04-08 22:00:00+00:00,cosmos,175,0.214207393,14802774,6.3023321,229274000000000.0,2162410000000.0,0.161660908,338,337552000000000.0,513,0.588949172,32420973
1808,2023-04-08 23:00:00+00:00,cosmos,175,0.214199464,14803347,6.3009146,229284000000000.0,2163130000000.0,0.161659093,338,337559000000000.0,513,0.644814616,32422716
1809,2023-04-09 00:00:00+00:00,cosmos,175,0.214210384,14803920,6.3021239,229275000000000.0,2163850000000.0,0.161657277,338,337567000000000.0,513,0.300922238,32424435
1810,2023-04-09 01:00:00+00:00,cosmos,175,0.214207223,14804489,6.3025755,229281000000000.0,2164570000000.0,0.161655475,338,337574000000000.0,513,0.44520426,32426226
1811,2023-04-09 02:00:00+00:00,cosmos,175,0.214205545,14805062,6.300679,229285000000000.0,2165290000000.0,0.161653657,338,337581000000000.0,513,0.661292917,32427740
1812,2023-04-09 03:00:00+00:00,cosmos,175,0.214198459,14805627,6.3038852,229295000000000.0,2166000000000.0,0.161651873,338,337588000000000.0,513,0.584733149,32429326
1813,2023-04-09 04:00:00+00:00,cosmos,175,0.214198804,14806201,6.3014823,229297000000000.0,2166720000000.0,0.161650063,338,337595000000000.0,513,0.361513295,32430803
1814,2023-04-09 05:00:00+00:00,cosmos,175,0.214201024,14806773,6.3024656,229297000000000.0,2167430000000.0,0.161648262,338,337602000000000.0,513,0.63486465,32432459
1815,2023-04-09 06:00:00+00:00,cosmos,175,0.214198863,14807347,6.3014102,229301000000000.0,2168150000000.0,0.161646453,338,337610000000000.0,513,0.474733622,32434039
1816,2023-04-09 07:00:00+00:00,cosmos,175,0.214200685,14807921,6.3001526,229302000000000.0,2168870000000.0,0.161644648,338,337617000000000.0,513,0.319324451,32435427
1817,2023-04-09 08:00:00+00:00,cosmos,175,0.214200426,14808484,6.2999494,229304000000000.0,2169590000000.0,0.161642846,338,337624000000000.0,513,0.526359076,32436669
1818,2023-04-09 09:00:00+00:00,cosmos,175,0.21420017,14809067,6.2990882,229307000000000.0,2170310000000.0,0.161641044,338,337631000000000.0,513,0.265012986,32437798
1819,2023-04-09 10:00:00+00:00,cosmos,175,0.214211008,14809640,6.2991955,229298000000000.0,2171030000000.0,0.161639252,338,337638000000000.0,513,0.322817841,32438884
1820,2023-04-09 11:00:00+00:00,cosmos,175,0.214204439,14810216,6.2973804,229307000000000.0,2171750000000.0,0.161637452,338,337646000000000.0,513,0.106752068,32439814
1821,2023-04-09 12:00:00+00:00,cosmos,175,0.214210639,14810788,6.2932075,229303000000000.0,2172470000000.0,0.161635661,338,337653000000000.0,513,0.372413059,32440936
1822,2023-04-09 13:00:00+00:00,cosmos,175,0.214210638,14811352,6.2895758,229305000000000.0,2173190000000.0,0.161633872,338,337660000000000.0,513,0.285439041,32441889
1823,2023-04-09 14:00:00+00:00,cosmos,175,0.214209028,14811933,6.2888455,229309000000000.0,2173900000000.0,0.161632093,338,337667000000000.0,513,0.230938677,32442750
1824,2023-04-09 15:00:00+00:00,cosmos,175,0.214210023,14812505,6.2885559,229310000000000.0,2174620000000.0,0.161630309,338,337674000000000.0,513,0.317119149,32443671
1825,2023-04-09 16:00:00+00:00,cosmos,175,0.214206337,14813078,6.2879659,229317000000000.0,2175340000000.0,0.161628526,338,337681000000000.0,513,0.3167174,32445507
1826,2023-04-09 17:00:00+00:00,cosmos,175,0.214199843,14813651,6.288842,229326000000000.0,2176060000000.0,0.161626737,338,337689000000000.0,513,0.390881794,32446904
1827,2023-04-09 18:00:00+00:00,cosmos,175,0.214198222,14814225,6.2881333,229330000000000.0,2176780000000.0,0.161624946,338,337696000000000.0,513,0.439622277,32448236
1828,2023-04-09 19:00:00+00:00,cosmos,175,0.214182249,14814798,6.2852728,229349000000000.0,2177490000000.0,0.161623156,338,337703000000000.0,513,0.512258885,32449508
1829,2023-04-09 20:00:00+00:00,cosmos,175,0.214188208,14815371,6.2852492,229345000000000.0,2178210000000.0,0.16162136,338,337710000000000.0,513,0.488926715,32450790
1830,2023-04-09 21:00:00+00:00,cosmos,175,0.214184824,14815945,6.2806372,229351000000000.0,2178930000000.0,0.161619571,338,337717000000000.0,513,0.35206309,32452069
1831,2023-04-09 22:00:00+00:00,cosmos,175,0.214177757,14816516,6.2806909,229361000000000.0,2179650000000.0,0.161617779,338,337725000000000.0,513,0.472209591,32453470
1832,2023-04-09 23:00:00+00:00,cosmos,175,0.214180414,14817090,6.2812244,229361000000000.0,2180370000000.0,0.161615976,338,337732000000000.0,513,0.223532851,32454933
1833,2023-04-10 00:00:00+00:00,cosmos,175,0.214178173,14817661,6.2832808,229365000000000.0,2181090000000.0,0.16161419,338,337739000000000.0,513,0.406367604,32456348
1834,2023-04-10 01:00:00+00:00,cosmos,175,0.214177556,14818236,6.2828086,229368000000000.0,2181810000000.0,0.161612392,338,337746000000000.0,513,0.390680494,32457884
1835,2023-04-10 02:00:00+00:00,cosmos,175,0.214173982,14818808,6.2826531,229375000000000.0,2182530000000.0,0.161610594,338,337753000000000.0,513,0.430076697,32459453
1836,2023-04-10 03:00:00+00:00,cosmos,175,0.214158859,14819364,6.2871318,229393000000000.0,2183130000000.0,0.161609112,338,337759000000000.0,513,0.818534467,32461059
1837,2023-04-10 04:00:00+00:00,cosmos,175,0.214158257,14819948,6.287651,229396000000000.0,2183960000000.0,0.161607015,338,337768000000000.0,513,0.444594619,32462856
1838,2023-04-10 05:00:00+00:00,cosmos,175,0.21414764,14820516,6.2904219,229410000000000.0,2184680000000.0,0.16160523,338,337775000000000.0,513,0.592995675,32464785
1839,2023-04-10 06:00:00+00:00,cosmos,175,0.214142073,14821079,6.2911836,229418000000000.0,2185270000000.0,0.161603731,338,337781000000000.0,513,0.409989483,32466412
1840,2023-04-10 07:00:00+00:00,cosmos,175,0.214139454,14821660,6.2920532,229423000000000.0,2186110000000.0,0.16160163,338,337789000000000.0,513,0.388096036,32467847
1841,2023-04-10 08:00:00+00:00,cosmos,175,0.214132499,14822231,6.2917055,229433000000000.0,2186710000000.0,0.161600119,338,337795000000000.0,513,0.353144754,32469428
1842,2023-04-10 09:00:00+00:00,cosmos,175,0.21413035,14822805,6.292283,229437000000000.0,2187430000000.0,0.16159831,338,337802000000000.0,513,0.445180476,32470906
1843,2023-04-10 10:00:00+00:00,cosmos,175,0.214128682,14823377,6.2927814,229441000000000.0,2188160000000.0,0.161596491,338,337810000000000.0,513,0.355549235,32472076
1844,2023-04-10 11:00:00+00:00,cosmos,175,0.214124449,14823951,6.2911502,229448000000000.0,2188880000000.0,0.161594678,338,337817000000000.0,513,0.233552513,32473087
1845,2023-04-10 12:00:00+00:00,cosmos,175,0.214118762,14824524,6.291213,229456000000000.0,2189600000000.0,0.161592865,338,337824000000000.0,513,0.264531603,32474265
1846,2023-04-10 13:00:00+00:00,cosmos,175,0.214120391,14825101,6.2901268,229457000000000.0,2190320000000.0,0.161591051,338,337831000000000.0,513,0.214768944,32475147
1847,2023-04-10 14:00:00+00:00,cosmos,175,0.214119624,14825673,6.2909602,229460000000000.0,2191040000000.0,0.161589239,338,337838000000000.0,513,0.2833112,32476098
1848,2023-04-10 15:00:00+00:00,cosmos,175,0.214119349,14826248,6.2883225,229463000000000.0,2191760000000.0,0.161587423,338,337846000000000.0,513,0.337681726,32477447
1849,2023-04-10 16:00:00+00:00,cosmos,175,0.214123266,14826820,6.2878194,229461000000000.0,2192480000000.0,0.16158561,338,337853000000000.0,513,0.568807992,32478830
1850,2023-04-10 17:00:00+00:00,cosmos,175,0.214127182,14827392,6.2884659,229459000000000.0,2193200000000.0,0.161583808,338,337860000000000.0,513,0.554422864,32480273
1851,2023-04-10 18:00:00+00:00,cosmos,175,0.214117685,14827968,6.2878447,229472000000000.0,2193920000000.0,0.161582001,338,337867000000000.0,513,0.463301199,32481759
1852,2023-04-10 19:00:00+00:00,cosmos,175,0.214099303,14828540,6.2880975,229494000000000.0,2194640000000.0,0.161580197,338,337874000000000.0,513,0.550396818,32483385
1853,2023-04-10 20:00:00+00:00,cosmos,175,0.21409687,14829113,6.2879265,229499000000000.0,2195360000000.0,0.161578385,338,337882000000000.0,513,0.455174104,32485015
1854,2023-04-10 21:00:00+00:00,cosmos,175,0.21409786,14829687,6.2832062,229500000000000.0,2196080000000.0,0.161576572,338,337889000000000.0,513,0.267761514,32486551
1855,2023-04-10 22:00:00+00:00,cosmos,175,0.214085518,14830260,6.2832961,229515000000000.0,2196800000000.0,0.161574763,338,337896000000000.0,513,0.608555575,32488074
1856,2023-04-10 23:00:00+00:00,cosmos,175,0.214076254,14830834,6.2809935,229528000000000.0,2197520000000.0,0.161572943,338,337903000000000.0,513,0.548789123,32489849
1857,2023-04-11 00:00:00+00:00,cosmos,175,0.214075115,14831404,6.2810208,229531000000000.0,2198230000000.0,0.161571125,338,337910000000000.0,513,0.527878588,32491828
1858,2023-04-11 01:00:00+00:00,cosmos,175,0.21404798,14831979,6.2794891,229562000000000.0,2198950000000.0,0.161569298,338,337917000000000.0,513,0.49171979,32493727
1859,2023-04-11 02:00:00+00:00,cosmos,175,0.214042263,14832551,6.277772,229571000000000.0,2199670000000.0,0.161567461,338,337925000000000.0,513,0.624008273,32495651
1860,2023-04-11 03:00:00+00:00,cosmos,175,0.214037853,14833121,6.2776014,229578000000000.0,2200390000000.0,0.161565624,338,337932000000000.0,513,0.774257487,32497836
1861,2023-04-11 04:00:00+00:00,cosmos,175,0.214013444,14833692,6.2824977,229606000000000.0,2201100000000.0,0.161563801,338,337939000000000.0,513,0.686547196,32499948
1862,2023-04-11 05:00:00+00:00,cosmos,175,0.214012141,14834263,6.2842604,229610000000000.0,2201820000000.0,0.161561954,338,337946000000000.0,513,0.869491092,32502112
1863,2023-04-11 06:00:00+00:00,cosmos,175,0.214014452,14834832,6.2855264,229610000000000.0,2202540000000.0,0.16156011,338,337953000000000.0,513,0.603768224,32503877
1864,2023-04-11 07:00:00+00:00,cosmos,175,0.214008694,14835403,6.2892527,229618000000000.0,2203250000000.0,0.161558278,338,337960000000000.0,513,0.443183833,32505614
1865,2023-04-11 08:00:00+00:00,cosmos,175,0.213990651,14835975,6.2898524,229640000000000.0,2203970000000.0,0.161556423,338,337968000000000.0,513,0.57277745,32507498
1866,2023-04-11 09:00:00+00:00,cosmos,175,0.213990514,14836550,6.2908663,229642000000000.0,2204690000000.0,0.161554565,338,337975000000000.0,513,0.339309951,32508774
1867,2023-04-11 10:00:00+00:00,cosmos,175,0.213985424,14837123,6.2905367,229650000000000.0,2205410000000.0,0.161552707,338,337982000000000.0,513,0.549226653,32510144
1868,2023-04-11 11:00:00+00:00,cosmos,175,0.213980019,14837696,6.2893133,229658000000000.0,2206130000000.0,0.161550843,338,337989000000000.0,513,0.423796154,32511606
1869,2023-04-11 12:00:00+00:00,cosmos,175,0.213977881,14838270,6.2895162,229662000000000.0,2206840000000.0,0.16154898,338,337996000000000.0,513,0.600781015,32513358
1870,2023-04-11 13:00:00+00:00,cosmos,175,0.21395003,14838843,6.2886816,229694000000000.0,2207560000000.0,0.161547112,338,338003000000000.0,513,0.392010121,32514687
1871,2023-04-11 14:00:00+00:00,cosmos,175,0.213954954,14839416,6.2900127,229691000000000.0,2208280000000.0,0.161545238,338,338011000000000.0,513,0.53145317,32515938
1872,2023-04-11 15:00:00+00:00,cosmos,175,0.213956306,14839978,6.2918664,229692000000000.0,2209000000000.0,0.16154337,338,338018000000000.0,513,0.514914773,32519042
1873,2023-04-11 16:00:00+00:00,cosmos,175,0.213957561,14840561,6.2905006,229693000000000.0,2209720000000.0,0.1615415,338,338025000000000.0,513,0.610128127,32520543
1874,2023-04-11 17:00:00+00:00,cosmos,175,0.213887612,14841135,6.2906991,229770000000000.0,2210440000000.0,0.161539619,338,338032000000000.0,513,0.581241744,32522215
1875,2023-04-11 18:00:00+00:00,cosmos,175,0.213868294,14841673,6.3052943,229793000000000.0,2206630000000.0,0.161537782,338,338039000000000.0,513,0.511427765,32523962
1876,2023-04-11 19:00:00+00:00,cosmos,175,0.213844873,14842249,6.310868,229820000000000.0,2207340000000.0,0.161535885,338,338046000000000.0,513,0.410318621,32525960
1877,2023-04-11 20:00:00+00:00,cosmos,175,0.213834331,14842810,6.3109172,229834000000000.0,2208050000000.0,0.161533949,338,338053000000000.0,513,0.556134863,32527459
1878,2023-04-11 21:00:00+00:00,cosmos,175,0.213818892,14843381,6.3084294,229853000000000.0,2208770000000.0,0.161532013,338,338060000000000.0,513,0.580065096,32529109
1879,2023-04-11 22:00:00+00:00,cosmos,175,0.213784498,14843950,6.3102985,229892000000000.0,2209480000000.0,0.161530083,338,338068000000000.0,513,0.548022699,32530963
1880,2023-04-11 23:00:00+00:00,cosmos,175,0.213772267,14844521,6.3116134,229907000000000.0,2210200000000.0,0.161528119,338,338075000000000.0,513,0.713139597,32532968
1881,2023-04-12 00:00:00+00:00,cosmos,175,0.213761966,14845101,6.3116271,229920000000000.0,2210920000000.0,0.161526149,338,338082000000000.0,513,0.495689274,32534993
1882,2023-04-12 01:00:00+00:00,cosmos,175,0.213759158,14845661,6.3102587,229925000000000.0,2211630000000.0,0.16152418,338,338089000000000.0,513,0.588529034,32537138
1883,2023-04-12 02:00:00+00:00,cosmos,175,0.213757776,14846240,6.3140838,229929000000000.0,2212350000000.0,0.161522211,338,338096000000000.0,513,0.408861136,32539166
1884,2023-04-12 03:00:00+00:00,cosmos,175,0.213743333,14846796,6.318295,229946000000000.0,2213060000000.0,0.161520244,338,338103000000000.0,513,0.423676452,32541038
1885,2023-04-12 04:00:00+00:00,cosmos,175,0.213718649,14847369,6.3192821,229975000000000.0,2213780000000.0,0.161518252,338,338111000000000.0,513,0.745196146,32542946
1886,2023-04-12 05:00:00+00:00,cosmos,175,0.213681786,14847941,6.3203289,230017000000000.0,2214500000000.0,0.16151624,338,338118000000000.0,513,0.61926078,32544914
1887,2023-04-12 06:00:00+00:00,cosmos,175,0.21366785,14848522,6.3218865,230034000000000.0,2215220000000.0,0.16151422,338,338125000000000.0,513,0.46720575,32546625
1888,2023-04-12 07:00:00+00:00,cosmos,175,0.213672503,14849082,6.3235625,230031000000000.0,2215930000000.0,0.161512213,338,338132000000000.0,513,0.376553282,32548243
1889,2023-04-12 08:00:00+00:00,cosmos,175,0.213672074,14849660,6.3251197,230033000000000.0,2216650000000.0,0.161510208,338,338139000000000.0,513,0.353725615,32549554
1890,2023-04-12 09:00:00+00:00,cosmos,175,0.213671015,14850231,6.3271594,230036000000000.0,2217360000000.0,0.161508196,338,338146000000000.0,513,0.247175141,32550621
1891,2023-04-12 10:00:00+00:00,cosmos,175,0.213638298,14850790,6.3297011,230073000000000.0,2218080000000.0,0.161506184,338,338153000000000.0,513,0.553838458,32551958
1892,2023-04-12 11:00:00+00:00,cosmos,175,0.213633841,14851368,6.3332985,230080000000000.0,2218790000000.0,0.161504161,338,338161000000000.0,513,0.306027124,32553100
1893,2023-04-12 12:00:00+00:00,cosmos,175,0.213623884,14851941,6.3150417,230093000000000.0,2219510000000.0,0.161502127,338,338168000000000.0,513,0.227388011,32554345
1894,2023-04-12 13:00:00+00:00,cosmos,175,0.213619367,14852503,6.3124437,230100000000000.0,2220190000000.0,0.161500187,338,338175000000000.0,513,0.421109371,32555521
1895,2023-04-12 14:00:00+00:00,cosmos,175,0.213618844,14853085,6.3133914,230102000000000.0,2220910000000.0,0.161498145,338,338182000000000.0,513,0.338349212,32556710
1896,2023-04-12 15:00:00+00:00,cosmos,175,0.213615075,14853658,6.3114414,230108000000000.0,2221620000000.0,0.161496102,338,338189000000000.0,513,0.316617122,32557808
1897,2023-04-12 16:00:00+00:00,cosmos,175,0.213616379,14854228,6.3099218,230109000000000.0,2222340000000.0,0.161494065,338,338196000000000.0,513,0.301589554,32559483
1898,2023-04-12 17:00:00+00:00,cosmos,175,0.213575845,14854800,6.3096091,230154000000000.0,2223060000000.0,0.161492022,338,338203000000000.0,513,0.440955993,32560910
1899,2023-04-12 18:00:00+00:00,cosmos,175,0.213564961,14855369,6.3098024,230168000000000.0,2223770000000.0,0.16148996,338,338210000000000.0,513,0.452174475,32562393
1900,2023-04-12 19:00:00+00:00,cosmos,175,0.213559762,14855942,6.3078034,230176000000000.0,2224490000000.0,0.161487898,338,338218000000000.0,513,0.421607378,32563793
1901,2023-04-12 20:00:00+00:00,cosmos,175,0.213569308,14856512,6.3076935,230167000000000.0,2225210000000.0,0.16148584,338,338225000000000.0,513,0.424906609,32565192
1902,2023-04-12 21:00:00+00:00,cosmos,175,0.213567126,14857083,6.3055284,230171000000000.0,2225920000000.0,0.161483788,338,338232000000000.0,513,0.510437568,32566566
1903,2023-04-12 22:00:00+00:00,cosmos,175,0.213479388,14857651,6.3080313,230268000000000.0,2226630000000.0,0.16148172,338,338239000000000.0,513,0.564513284,32568169
1904,2023-04-12 23:00:00+00:00,cosmos,175,0.21344836,14858223,6.3086893,230303000000000.0,2227330000000.0,0.161479659,338,338246000000000.0,513,0.564065502,32569898
1905,2023-04-13 00:00:00+00:00,cosmos,175,0.213445379,14858791,6.3087512,230308000000000.0,2228050000000.0,0.161477532,338,338253000000000.0,513,0.674679971,32571688
1906,2023-04-13 01:00:00+00:00,cosmos,175,0.213416709,14859362,6.3099987,230341000000000.0,2228760000000.0,0.161475392,338,338260000000000.0,513,0.70415097,32573401
1907,2023-04-13 02:00:00+00:00,cosmos,175,0.213417447,14859930,6.3092915,230342000000000.0,2229480000000.0,0.161473255,338,338267000000000.0,513,0.913916131,32575200
1908,2023-04-13 03:00:00+00:00,cosmos,175,0.213413584,14860491,6.3091415,230348000000000.0,2230200000000.0,0.161471106,338,338275000000000.0,513,0.697848881,32576846
1909,2023-04-13 04:00:00+00:00,cosmos,175,0.213413129,14861073,6.306898,230350000000000.0,2230920000000.0,0.161468959,338,338282000000000.0,513,0.45811749,32578674
1910,2023-04-13 05:00:00+00:00,cosmos,175,0.21340656,14861643,6.3069549,230359000000000.0,2231630000000.0,0.161466816,338,338289000000000.0,513,0.449397807,32580452
1911,2023-04-13 06:00:00+00:00,cosmos,175,0.213373751,14862211,6.308627,230397000000000.0,2232350000000.0,0.161464664,338,338296000000000.0,513,0.428433718,32582240
1912,2023-04-13 07:00:00+00:00,cosmos,175,0.213372646,14862774,6.3139054,230399000000000.0,2233050000000.0,0.161462535,338,338303000000000.0,513,0.422408786,32583714
1913,2023-04-13 08:00:00+00:00,cosmos,175,0.21336736,14863347,6.3143701,230407000000000.0,2233770000000.0,0.161460371,338,338310000000000.0,513,0.384608661,32584893
1914,2023-04-13 09:00:00+00:00,cosmos,175,0.213368509,14863915,6.3176382,230408000000000.0,2234480000000.0,0.161458223,338,338317000000000.0,513,0.436933079,32586338
1915,2023-04-13 10:00:00+00:00,cosmos,175,0.213364048,14864486,6.3179852,230414000000000.0,2235200000000.0,0.161456066,338,338325000000000.0,513,0.300810419,32587785
1916,2023-04-13 11:00:00+00:00,cosmos,175,0.213364706,14865058,6.3176287,230415000000000.0,2235920000000.0,0.161453909,338,338332000000000.0,513,0.266728311,32588942
1917,2023-04-13 12:00:00+00:00,cosmos,175,0.213368445,14865632,6.3144114,230413000000000.0,2236640000000.0,0.161451741,338,338339000000000.0,513,0.313982696,32589978
1918,2023-04-13 13:00:00+00:00,cosmos,175,0.213271745,14866203,6.3155307,230519000000000.0,2237350000000.0,0.161449565,338,338346000000000.0,513,0.394258167,32591073
1919,2023-04-13 14:00:00+00:00,cosmos,175,0.21326469,14866775,6.3143844,230529000000000.0,2238070000000.0,0.16144735,338,338353000000000.0,513,0.522156856,32592355
1920,2023-04-13 15:00:00+00:00,cosmos,175,0.213260126,14867347,6.3120704,230535000000000.0,2238790000000.0,0.161445131,338,338360000000000.0,513,0.52778804,32593678
1921,2023-04-13 16:00:00+00:00,cosmos,175,0.213259007,14867918,6.3114199,230538000000000.0,2239510000000.0,0.161442905,338,338368000000000.0,513,0.531415514,32595064
1922,2023-04-13 17:00:00+00:00,cosmos,175,0.213238861,14868487,6.3127597,230562000000000.0,2240220000000.0,0.161440684,338,338375000000000.0,513,0.368958308,32596508
1923,2023-04-13 18:00:00+00:00,cosmos,175,0.213251541,14869058,6.3096431,230550000000000.0,2240940000000.0,0.161438459,338,338382000000000.0,513,0.706922913,32598127
1924,2023-04-13 19:00:00+00:00,cosmos,175,0.213242029,14869627,6.3107585,230562000000000.0,2241660000000.0,0.161436246,338,338389000000000.0,513,0.640843065,32599886
1925,2023-04-13 20:00:00+00:00,cosmos,175,0.213255643,14870196,6.3123689,230549000000000.0,2242370000000.0,0.161434029,338,338396000000000.0,513,0.58950991,32601476
1926,2023-04-13 21:00:00+00:00,cosmos,175,0.213282098,14870762,6.3155482,230522000000000.0,2243080000000.0,0.161431841,338,338403000000000.0,513,0.45622039,32603567
1927,2023-04-13 22:00:00+00:00,cosmos,175,0.213280907,14871332,6.3158757,230525000000000.0,2243800000000.0,0.161429651,338,338410000000000.0,513,0.752616656,32605657
1928,2023-04-13 23:00:00+00:00,cosmos,175,0.213271645,14871905,6.3158576,230537000000000.0,2244520000000.0,0.16142745,338,338418000000000.0,513,0.4812148,32607852
1929,2023-04-14 00:00:00+00:00,cosmos,175,0.213206778,14872474,6.3134861,230608000000000.0,2245230000000.0,0.161425244,338,338425000000000.0,513,0.699676196,32610055
1930,2023-04-14 01:00:00+00:00,cosmos,175,0.213516754,14873044,6.3100567,230275000000000.0,2245950000000.0,0.161423169,338,338432000000000.0,513,0.671900417,32612345
1931,2023-04-14 02:00:00+00:00,cosmos,175,0.213515649,14873613,6.3105984,230279000000000.0,2246660000000.0,0.16142114,338,338439000000000.0,513,0.769944179,32614713
1932,2023-04-14 03:00:00+00:00,cosmos,175,0.213472112,14874157,6.3144273,230328000000000.0,2247370000000.0,0.161419114,338,338446000000000.0,513,0.654589201,32616848
1933,2023-04-14 04:00:00+00:00,cosmos,175,0.213411236,14874746,6.3152293,230395000000000.0,2248090000000.0,0.161417047,338,338453000000000.0,513,0.690950322,32619005
1934,2023-04-14 05:00:00+00:00,cosmos,175,0.213396986,14875318,6.3169362,230412000000000.0,2248800000000.0,0.16141494,338,338460000000000.0,513,0.534883306,32621024
1935,2023-04-14 06:00:00+00:00,cosmos,175,0.21336882,14875888,6.3177188,230445000000000.0,2249520000000.0,0.161412822,338,338468000000000.0,513,0.404004918,32623134
1936,2023-04-14 07:00:00+00:00,cosmos,175,0.213388879,14876458,6.3184287,230425000000000.0,2250240000000.0,0.161410714,338,338475000000000.0,513,0.350907974,32624608
1937,2023-04-14 08:00:00+00:00,cosmos,175,0.213387661,14877030,6.3196945,230428000000000.0,2250970000000.0,0.161408554,338,338482000000000.0,513,0.45861041,32626251
1938,2023-04-14 09:00:00+00:00,cosmos,175,0.213393183,14877604,6.3176727,230424000000000.0,2251690000000.0,0.161406439,338,338489000000000.0,513,0.33663233,32627535
1939,2023-04-14 10:00:00+00:00,cosmos,175,0.213393059,14878165,6.3182319,230426000000000.0,2252410000000.0,0.16140434,338,338496000000000.0,513,0.643132771,32628952
1940,2023-04-14 11:00:00+00:00,cosmos,175,0.213393492,14878738,6.3167015,230427000000000.0,2253130000000.0,0.161402222,338,338504000000000.0,513,0.514075019,32630703
1941,2023-04-14 12:00:00+00:00,cosmos,175,0.213533774,14879318,6.3148351,230278000000000.0,2253840000000.0,0.161400172,338,338511000000000.0,513,0.411381556,32632309
1942,2023-04-14 13:00:00+00:00,cosmos,175,0.213538613,14879889,6.313771,230275000000000.0,2254560000000.0,0.161398171,338,338518000000000.0,513,0.370363838,32633732
1943,2023-04-14 14:00:00+00:00,cosmos,175,0.213527959,14880463,6.3103155,230288000000000.0,2255280000000.0,0.161396155,338,338525000000000.0,513,0.442055381,32635173
1944,2023-04-14 15:00:00+00:00,cosmos,175,0.213527923,14881035,6.3089993,230290000000000.0,2256000000000.0,0.161394145,338,338532000000000.0,513,0.580168776,32636806
1945,2023-04-14 16:00:00+00:00,cosmos,175,0.213508355,14881608,6.3061015,230313000000000.0,2256720000000.0,0.161392122,338,338539000000000.0,513,0.808762769,32638787
1946,2023-04-14 17:00:00+00:00,cosmos,175,0.213494681,14882177,6.3078093,230330000000000.0,2257430000000.0,0.161390109,338,338547000000000.0,513,0.338301017,32640750
1947,2023-04-14 18:00:00+00:00,cosmos,175,0.213494734,14882738,6.3075853,230332000000000.0,2258150000000.0,0.161388083,338,338554000000000.0,513,0.628896915,32642601
1948,2023-04-14 19:00:00+00:00,cosmos,175,0.213506285,14883310,6.3041501,230322000000000.0,2258870000000.0,0.161386058,338,338561000000000.0,513,0.797165633,32644629
1949,2023-04-14 20:00:00+00:00,cosmos,175,0.21265088,14883884,6.3039952,231250000000000.0,2259590000000.0,0.16138372,338,338568000000000.0,513,0.657109755,32646759
1950,2023-04-14 21:00:00+00:00,cosmos,175,0.212651795,14884467,6.2972807,231250000000000.0,2260310000000.0,0.161381162,338,338575000000000.0,513,0.535351012,32648622
1951,2023-04-14 22:00:00+00:00,cosmos,175,0.212635951,14885036,6.2973914,231268000000000.0,2261030000000.0,0.161378605,338,338583000000000.0,513,0.624442462,32650811
1952,2023-04-14 23:00:00+00:00,cosmos,175,0.212649528,14885596,6.2977854,231255000000000.0,2261750000000.0,0.161376051,338,338590000000000.0,513,0.588812561,32652762
1953,2023-04-15 00:00:00+00:00,cosmos,175,0.212646103,14886170,6.2964632,231260000000000.0,2262470000000.0,0.161373497,338,338597000000000.0,513,0.584194873,32654856
1954,2023-04-15 01:00:00+00:00,cosmos,175,0.212618099,14886740,6.2969618,231292000000000.0,2263180000000.0,0.161370952,338,338604000000000.0,513,0.621735887,32657174
1955,2023-04-15 02:00:00+00:00,cosmos,175,0.212489331,14887318,6.2988474,231433000000000.0,2263900000000.0,0.161368356,338,338611000000000.0,513,0.58290399,32659416
1956,2023-04-15 03:00:00+00:00,cosmos,175,0.212483242,14887880,6.2990776,231441000000000.0,2264620000000.0,0.161365717,338,338618000000000.0,513,0.650554598,32661562
1957,2023-04-15 04:00:00+00:00,cosmos,175,0.212471727,14888443,6.3048426,231454000000000.0,2265320000000.0,0.161363114,338,338625000000000.0,513,0.671164647,32663894
1958,2023-04-15 05:00:00+00:00,cosmos,175,0.212453987,14889011,6.3073677,231475000000000.0,2266040000000.0,0.161360479,338,338633000000000.0,513,0.760429377,32666146
1959,2023-04-15 06:00:00+00:00,cosmos,175,0.212451128,14889593,6.3063897,231479000000000.0,2266750000000.0,0.16135782,338,338640000000000.0,513,0.743507586,32668195
1960,2023-04-15 07:00:00+00:00,cosmos,175,0.212199766,14890163,6.307666,231754000000000.0,2267470000000.0,0.161355151,338,338647000000000.0,513,0.336616824,32670109
