"time_open","open"
"2023-04-14T01:00:00.000Z",0.962592277670597
"2023-04-14T02:00:00.000Z",0.9623877486667295
"2023-04-14T03:00:00.000Z",0.9555847004494751
"2023-04-14T04:00:00.000Z",0.9563422864194593
"2023-04-14T05:00:00.000Z",0.9567681550249435
"2023-04-14T06:00:00.000Z",0.9646959545406008
"2023-04-14T07:00:00.000Z",0.9714115278712369
"2023-04-14T08:00:00.000Z",0.9799762978688482
"2023-04-14T09:00:00.000Z",0.9770570169591477
"2023-04-14T10:00:00.000Z",0.9797184490405403
"2023-04-14T11:00:00.000Z",0.9820423374809678
"2023-04-14T12:00:00.000Z",0.9876702162564894
"2023-04-14T13:00:00.000Z",0.978619429793185
"2023-04-14T14:00:00.000Z",0.9618881737441037
"2023-04-14T15:00:00.000Z",0.9795044549410153
"2023-04-14T16:00:00.000Z",0.9745825483809692
"2023-04-14T17:00:00.000Z",0.9711516796083876
"2023-04-14T18:00:00.000Z",0.9744080968315699
"2023-04-14T19:00:00.000Z",0.977144560578477
"2023-04-14T20:00:00.000Z",0.9730635019723105
"2023-04-14T21:00:00.000Z",0.9725095666413937
"2023-04-14T22:00:00.000Z",0.9712713457871216
"2023-04-14T23:00:00.000Z",0.9754693528550392
"2023-04-15T00:00:00.000Z",0.9719512116240121
"2023-04-15T01:00:00.000Z",0.9694806247072731
"2023-04-15T02:00:00.000Z",0.97208935359519
"2023-04-15T03:00:00.000Z",0.9718520940376814
"2023-04-15T04:00:00.000Z",0.9726927241065867
"2023-04-15T05:00:00.000Z",0.9711248237296745
"2023-04-15T06:00:00.000Z",0.9703498127391607
"2023-04-15T07:00:00.000Z",0.9709390587661707
"2023-04-15T08:00:00.000Z",0.970987611221642
"2023-04-15T09:00:00.000Z",0.9695589904113043
"2023-04-15T10:00:00.000Z",0.9671695365420511
"2023-04-15T11:00:00.000Z",0.9686959425917667
"2023-04-15T12:00:00.000Z",0.9675366921141306
"2023-04-15T13:00:00.000Z",0.9694966465456795
"2023-04-15T14:00:00.000Z",0.9678833891544837
"2023-04-15T15:00:00.000Z",0.9554491080241905
"2023-04-15T16:00:00.000Z",0.9546815604775498
"2023-04-15T17:00:00.000Z",0.9524756959341072
"2023-04-15T18:00:00.000Z",0.9437917189485486
"2023-04-15T19:00:00.000Z",0.9520743353982309
"2023-04-15T20:00:00.000Z",0.9444352300127887
"2023-04-15T21:00:00.000Z",0.9472180995439266
"2023-04-15T22:00:00.000Z",0.9485772938281735
"2023-04-15T23:00:00.000Z",0.9482576509875675
"2023-04-16T00:00:00.000Z",0.9466229140281809
"2023-04-16T01:00:00.000Z",0.9529064868669448
"2023-04-16T02:00:00.000Z",0.9512299601382996
"2023-04-16T03:00:00.000Z",0.9548164914513388
"2023-04-16T04:00:00.000Z",0.9553538762225275
"2023-04-16T05:00:00.000Z",0.9554069785661621
"2023-04-16T06:00:00.000Z",0.9603234201163191
"2023-04-16T07:00:00.000Z",0.9610230497388496
"2023-04-16T08:00:00.000Z",0.9627977937484924
"2023-04-16T09:00:00.000Z",0.9443366848978652
"2023-04-16T10:00:00.000Z",0.9368604337829985
"2023-04-16T11:00:00.000Z",0.9353285854232596
"2023-04-16T12:00:00.000Z",0.9335263223868822
"2023-04-16T13:00:00.000Z",0.9265346630974256
"2023-04-16T14:00:00.000Z",0.9286875029886863
"2023-04-16T15:00:00.000Z",0.9250123985012089
"2023-04-16T16:00:00.000Z",0.9208649666971782
"2023-04-16T17:00:00.000Z",0.924475388335203
"2023-04-16T18:00:00.000Z",0.9250733903402444
"2023-04-16T19:00:00.000Z",0.9213143732083123
"2023-04-16T20:00:00.000Z",0.9234919694497417
"2023-04-16T21:00:00.000Z",0.9456486805339923
"2023-04-16T22:00:00.000Z",0.9520155779862586
"2023-04-16T23:00:00.000Z",0.9493397628046898
"2023-04-17T00:00:00.000Z",0.9492555015853215
"2023-04-17T01:00:00.000Z",0.9423312793615322
"2023-04-17T02:00:00.000Z",0.9470577467782241
"2023-04-17T03:00:00.000Z",0.9447415233247424
"2023-04-17T04:00:00.000Z",0.9428955088366487
"2023-04-17T05:00:00.000Z",0.9400219538491456
"2023-04-17T06:00:00.000Z",0.9370617940204691
"2023-04-17T07:00:00.000Z",0.9344100335452925
