,_time,denom,moduleName,moduleType,amountValue
0,2023-01-28 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2191500000.0
1,2023-01-28 01:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3989897500.0
2,2023-01-29 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1345267112.0
3,2023-01-29 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4840068109.0
4,2023-01-29 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1873351582.0
5,2023-01-30 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3882724192.0
6,2023-01-31 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1857592234.0
7,2023-01-31 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3002577044.0
8,2023-01-31 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1245594314.0
9,2023-02-01 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5207136611.0
10,2023-02-01 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1245649814.0
11,2023-02-01 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4764373047.0
12,2023-02-01 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3620340000.0
13,2023-02-02 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5045145366.0
14,2023-02-02 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4738145632.0
15,2023-02-02 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1585247046.0
16,2023-02-02 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1389673885.0
17,2023-02-03 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1441700000.0
18,2023-02-04 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1069059585.0
19,2023-02-05 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5577980733.0
20,2023-02-05 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6137551921.0
21,2023-02-07 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1175303603.0
22,2023-02-08 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1510822646.0
23,2023-02-08 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1442705430.0
24,2023-02-08 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5688452856.0
25,2023-02-08 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1539363634.0
26,2023-02-08 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1140694887.0
27,2023-02-09 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1601710259.0
28,2023-02-09 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1171966142.0
29,2023-02-09 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3483153389.0
30,2023-02-09 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5745057731.0
31,2023-02-09 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1778995238.0
32,2023-02-09 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2924401506.0
33,2023-02-09 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2499997398.0
34,2023-02-10 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4952629160.0
35,2023-02-10 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2499997394.0
36,2023-02-10 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,10641236587.0
37,2023-02-11 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1081426364.0
38,2023-02-11 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1396943123.0
39,2023-02-12 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1092722097.0
40,2023-02-13 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1223252440.0
41,2023-02-13 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4214397975.0
42,2023-02-13 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4615815866.0
43,2023-02-13 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3105746594.0
44,2023-02-14 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1604437266.0
45,2023-02-14 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,38458654304.0
46,2023-02-15 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3027124871.0
47,2023-02-15 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,20036768158.0
48,2023-02-15 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4589979944.0
49,2023-02-15 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6799909231.0
50,2023-02-16 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,22746678795.0
51,2023-02-16 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,30279794833.0
52,2023-02-16 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,47079758023.0
53,2023-02-16 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,56011129606.0
54,2023-02-16 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,69357772835.0
55,2023-02-16 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,86284818470.0
56,2023-02-16 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,86443159973.0
57,2023-02-16 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,99778797325.0
58,2023-02-16 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,111643000000.0
59,2023-02-16 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,141011000000.0
60,2023-02-16 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,152039000000.0
61,2023-02-16 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,187354000000.0
62,2023-02-16 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,194139000000.0
63,2023-02-16 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,201579000000.0
64,2023-02-16 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,237763000000.0
65,2023-02-16 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,53814125434.0
66,2023-02-16 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7090640226.0
67,2023-02-17 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4599328356.0
68,2023-02-17 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1578502421.0
69,2023-02-17 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,14026510889.0
70,2023-02-18 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3107900000.0
71,2023-02-19 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2895900000.0
72,2023-02-19 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6128383424.0
73,2023-02-19 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1212244789.0
74,2023-02-19 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1925462687.0
75,2023-02-19 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1490837591.0
76,2023-02-19 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1500690000.0
77,2023-02-19 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2440500757.0
78,2023-02-19 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1665089090.0
79,2023-02-20 01:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1213600000.0
80,2023-02-20 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1824858312.0
81,2023-02-20 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,8126148969.0
82,2023-02-20 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2926900000.0
83,2023-02-21 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5400517500.0
84,2023-02-21 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2603702524.0
85,2023-02-22 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4672900000.0
86,2023-02-22 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1679352209.0
87,2023-02-23 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7876467580.0
88,2023-02-23 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4165455424.0
89,2023-02-24 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4200446669.0
90,2023-02-24 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1205493637.0
91,2023-02-24 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3317030000.0
92,2023-02-25 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5774612898.0
93,2023-02-26 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3080402698.0
94,2023-02-27 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1603707888.0
95,2023-02-28 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2195880000.0
96,2023-02-28 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,18576142784.0
97,2023-03-01 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3288185851.0
98,2023-03-01 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1429850918.0
99,2023-03-01 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3597730320.0
100,2023-03-01 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,8565321500.0
101,2023-03-02 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5460301000.0
102,2023-03-02 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1537630000.0
103,2023-03-02 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,17925261787.0
104,2023-03-04 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1473681780.0
105,2023-03-04 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4965287502.0
106,2023-03-06 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1376700000.0
107,2023-03-06 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4999997696.0
108,2023-03-07 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3195035000.0
109,2023-03-07 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3451956608.0
110,2023-03-08 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2695417500.0
111,2023-03-09 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7993900000.0
112,2023-03-09 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6126400000.0
113,2023-03-09 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5578365649.0
114,2023-03-10 01:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1248310485.0
115,2023-03-11 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2700989236.0
116,2023-03-12 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1171045582.0
117,2023-03-12 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2514448120.0
118,2023-03-13 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4761490000.0
119,2023-03-13 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2581456115.0
120,2023-03-13 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4659900000.0
121,2023-03-13 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2300000000.0
122,2023-03-14 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4266965991.0
123,2023-03-14 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1256290827.0
124,2023-03-15 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3334712380.0
125,2023-03-15 11:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5731995000.0
126,2023-03-15 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1439661722.0
127,2023-03-15 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1299400000.0
128,2023-03-16 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6016453219.0
129,2023-03-16 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3427380000.0
130,2023-03-17 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5017830882.0
131,2023-03-18 01:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1593883400.0
132,2023-03-18 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3072900000.0
133,2023-03-18 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6317530000.0
134,2023-03-19 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3278900000.0
135,2023-03-19 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3258547184.0
136,2023-03-19 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3405097881.0
137,2023-03-19 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2577647500.0
138,2023-03-19 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1294900000.0
139,2023-03-19 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2544248288.0
140,2023-03-20 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7875495252.0
141,2023-03-21 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4809900000.0
142,2023-03-21 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2549437500.0
143,2023-03-21 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3518997500.0
144,2023-03-21 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2511907500.0
145,2023-03-22 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6000577299.0
146,2023-03-22 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2871885500.0
147,2023-03-22 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2110995000.0
148,2023-03-23 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3513997700.0
149,2023-03-23 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3549379124.0
150,2023-03-23 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,8716397500.0
151,2023-03-23 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4917443523.0
152,2023-03-24 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4005901870.0
153,2023-03-24 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3753778175.0
154,2023-03-25 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2520335337.0
155,2023-03-25 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3666297978.0
156,2023-03-26 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2517867500.0
157,2023-03-27 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3606187308.0
158,2023-03-27 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2571067500.0
159,2023-03-27 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,10000000000.0
160,2023-03-28 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3717657300.0
161,2023-03-28 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1400088679.0
162,2023-03-28 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2534673747.0
163,2023-03-28 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,9809931221.0
164,2023-03-28 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7321997500.0
165,2023-03-28 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3582900000.0
166,2023-03-29 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3566270190.0
167,2023-03-29 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3946050000.0
168,2023-03-29 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1771997500.0
169,2023-03-29 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,12857307500.0
170,2023-03-29 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,36406627022.0
171,2023-03-29 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,11005340157.0
172,2023-03-29 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3428834397.0
173,2023-03-29 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2992880930.0
174,2023-03-30 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,6231491198.0
175,2023-03-30 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2103690000.0
176,2023-03-30 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,9562770000.0
177,2023-03-31 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2519847500.0
178,2023-03-31 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1491500000.0
179,2023-03-31 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2594728010.0
180,2023-04-01 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,5522997500.0
181,2023-04-01 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2697497500.0
182,2023-04-01 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3502982739.0
183,2023-04-02 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1769251278.0
184,2023-04-02 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2488187395.0
185,2023-04-03 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1500600000.0
186,2023-04-04 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1488152000.0
187,2023-04-04 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1602049080.0
188,2023-04-05 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2027064239.0
189,2023-04-05 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,28072318454.0
190,2023-04-06 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3332309292.0
191,2023-04-06 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,23763257500.0
192,2023-04-07 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,22517672747.0
193,2023-04-07 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3259000000.0
194,2023-04-08 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1245640082.0
195,2023-04-09 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2018807196.0
196,2023-04-10 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1598600000.0
197,2023-04-10 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,7463103944.0
198,2023-04-10 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2273440989.0
199,2023-04-10 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3619393397.0
200,2023-04-11 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1671224963.0
201,2023-04-11 08:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1855286223.0
202,2023-04-12 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1600050000.0
203,2023-04-12 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3660534000.0
204,2023-04-13 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2290822167.0
205,2023-04-13 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2860628000.0
206,2023-04-13 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1617040000.0
207,2023-04-13 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2123481655.0
208,2023-04-13 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1822990000.0
209,2023-04-13 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2961000000.0
210,2023-04-14 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2795229674.0
211,2023-04-15 02:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,9638293166.0
212,2023-04-15 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1248590051.0
213,2023-04-15 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1599992477.0
214,2023-04-15 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1349940000.0
215,2023-04-15 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3499997239.0
216,2023-04-16 01:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3609982106.0
217,2023-04-16 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1464200603.0
218,2023-04-16 10:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1567599569.0
219,2023-04-16 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3074500000.0
220,2023-04-17 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,4022490000.0
221,2023-04-18 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,14425000000.0
222,2023-04-18 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3623000000.0
223,2023-04-19 03:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3215995555.0
224,2023-04-19 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2216884862.0
225,2023-04-19 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,8007257833.0
226,2023-04-20 16:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1610261950.0
227,2023-04-20 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2304912000.0
228,2023-04-20 19:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2321548915.0
229,2023-04-21 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,90042000000.0
230,2023-04-26 12:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1551021546.0
231,2023-04-26 15:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,3041852576.0
232,2023-04-26 23:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1435341838.0
233,2023-04-27 07:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1480600000.0
234,2023-04-28 09:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2937130000.0
235,2023-04-29 06:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1880000000.0
236,2023-04-29 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1578995000.0
237,2023-04-30 13:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,14787900000.0
238,2023-04-30 17:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1271300946.0
239,2023-05-01 00:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1277236414.0
240,2023-05-01 04:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1111306374.0
241,2023-05-01 18:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1696905254.0
242,2023-05-01 20:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1263198346.0
243,2023-05-03 22:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2033445123.0
244,2023-05-04 05:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1142787948.0
245,2023-05-06 14:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,2901000000.0
246,2023-05-07 21:00:00+00:00,uatom,Binance #01 (Deposit),EXCHANGE,1282914733.0
247,2023-02-06 11:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,3070183691.0
248,2023-02-16 16:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1950708590.0
249,2023-02-16 17:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1980611738.0
250,2023-02-16 18:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2296499738.0
251,2023-02-16 19:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2296499738.0
252,2023-02-16 20:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2296499738.0
253,2023-02-16 21:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2307218633.0
254,2023-02-16 22:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2307218633.0
255,2023-02-16 23:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2307955923.0
256,2023-02-17 00:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2471619409.0
257,2023-02-17 01:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2482169409.0
258,2023-02-17 02:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2482169409.0
259,2023-02-17 03:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2482169409.0
260,2023-02-17 04:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6569159409.0
261,2023-02-17 05:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6616477540.0
262,2023-02-17 06:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6616477540.0
263,2023-02-17 07:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6630448810.0
264,2023-02-17 08:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6638028891.0
265,2023-02-17 09:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6981451016.0
266,2023-02-17 10:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6981451016.0
267,2023-02-17 11:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6981451016.0
268,2023-02-17 12:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,6981451016.0
269,2023-02-17 13:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,7143275428.0
270,2023-03-16 11:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1876588943.0
271,2023-03-16 12:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1876588943.0
272,2023-03-16 13:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1876588943.0
273,2023-03-16 14:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,1906513645.0
274,2023-03-16 15:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2025726677.0
275,2023-03-16 16:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2318329957.0
276,2023-03-16 17:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2318329957.0
277,2023-03-16 18:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2353832997.0
278,2023-03-16 19:00:00+00:00,uatom,Binance #02 (Deposit),EXCHANGE,2404463697.0
